episode,mean,ci_lower,ci_upper,std_returns
122,-235.06666666666666,-280.2865722095103,-189.846761123823,89.35507198189082
123,-233.33333333333334,-278.6118001572655,-188.05486650940117,89.47078977086446
124,-210.06666666666666,-243.28554974999298,-176.84778358334034,65.6409086537419
125,-260.1333333333333,-300.22686928079463,-220.03979738587205,79.22530459953366
126,-214.73333333333332,-252.03744998988915,-177.4292166767775,73.7133788550099
127,-221.46666666666667,-256.515971340279,-186.41736199305433,69.25784351890324
128,-269.6,-324.6576059438355,-214.54239405616454,108.79448515434963
129,-232.93333333333334,-265.19528350469244,-200.6713831619742,63.749997821350725
130,-235.8,-311.7939179975755,-159.80608200242455,150.16488715186827
131,-228.26666666666668,-251.19221928991834,-205.34111404341502,45.30116505737524
132,-229.93333333333334,-275.4441663047056,-184.42250036196103,89.92994804599608
133,-217.33333333333334,-255.79227229907147,-178.87439436759522,75.99532149342411
134,-202.53333333333333,-223.00414789383314,-182.06251877283353,40.45057340618163
135,-216.13333333333333,-270.06776817883537,-162.1988984878313,106.57508568558079
136,-203.8,-234.74466969285663,-172.8553303071434,61.147035905266904
137,-221.0,-248.76597489334344,-193.23402510665656,54.865897118945085
138,-215.8,-263.50611189541416,-168.09388810458583,94.26784534859523
139,-187.13333333333333,-212.67448343128166,-161.592183235385,50.46961682262133
140,-192.6,-222.66741930765295,-162.53258069234704,59.41357869488534
141,-183.33333333333334,-197.30631941892537,-169.36034724774132,27.610786941982578
142,-203.0,-224.3990354922833,-181.6009645077167,42.28474902373195
143,-177.93333333333334,-199.06780664573438,-156.7988600209323,41.76197100499714
144,-187.46666666666667,-208.00326584129292,-166.93006749204042,40.58056458727776
145,-251.46666666666667,-313.90014257229967,-189.03319076103367,123.36929205528506
146,-233.2,-281.1185862451443,-185.2814137548557,94.68769719451413
147,-198.46666666666667,-231.80478426821722,-165.12854906511612,65.87651748199471
148,-195.93333333333334,-224.4985530161211,-167.36811365054558,56.44521434295579
149,-225.6,-318.9897985996805,-132.21020140031948,184.53935442970783
150,-207.0,-247.7575285697147,-166.2424714302853,80.53736193014188
151,-206.8,-239.6710173618037,-173.92898263819632,64.95352184446969
152,-203.93333333333334,-228.55106279748927,-179.3156038691774,48.64492665107934
153,-181.33333333333334,-206.45103334599227,-156.2156333206744,49.63287441023562
154,-191.66666666666666,-220.77259945122555,-162.56073388210777,57.51366987266786
155,-197.86666666666667,-251.29571116800437,-144.43762216532897,105.57642834564078
156,-213.13333333333333,-237.78530066283494,-188.4813660038317,48.712581080820954
157,-189.66666666666666,-215.82394458597906,-163.50938874735425,51.68709273653874
158,-219.26666666666668,-268.62217252606433,-169.91116080726903,97.52706746790292
159,-187.33333333333334,-201.2414072367789,-173.42525942988777,27.482519696870753
160,-191.53333333333333,-219.16237695480234,-163.90428971186432,54.59531929468761
161,-202.66666666666666,-234.6496745255861,-170.6836588077472,63.19880448939592
162,-193.13333333333333,-234.66020595942575,-151.6064607072409,82.05759494945539
163,-200.73333333333332,-226.1489013264909,-175.31776534017575,50.221465087704836
164,-194.53333333333333,-220.39402401529594,-168.67264265137072,51.10103282278701
165,-190.13333333333333,-213.65976899606372,-166.60689767060293,46.48851710070157
166,-188.4,-209.73815072274698,-167.06184927725303,42.16443999390956
167,-205.6,-253.92893512678393,-157.27106487321606,95.49855147243508
168,-193.93333333333334,-216.83876891272106,-171.0278977539456,45.26141353907935
169,-196.8,-224.4317213393914,-169.16827866060862,54.600610497197444
170,-162.8,-170.69036268424267,-154.90963731575735,15.591450648779714
171,-191.06666666666666,-220.94534602862666,-161.18798730470667,59.04062631405221
172,-181.0,-204.69358169068857,-157.30641830931143,46.8187996428785
173,-229.73333333333332,-319.31187913516226,-140.15478753150435,177.0082735040622
174,-196.06666666666666,-220.15648805739178,-171.97684527594154,47.60177400989262
175,-179.93333333333334,-201.27521777510478,-158.5914488915619,42.17181786717549
176,-202.73333333333332,-228.4772975530907,-176.98936911357595,50.87037994310201
177,-192.2,-214.20342864595827,-170.1965713540417,43.47903709452024
178,-197.73333333333332,-210.54462083794917,-184.92204582871747,25.31525670859812
179,-173.86666666666667,-193.11672432583958,-154.61660900749376,38.03834322832102
180,-186.53333333333333,-210.48839789395817,-162.5782687727085,47.33549290848136
181,-164.66666666666666,-179.55884551379359,-149.77448781953973,29.427122787584167
182,-167.33333333333334,-178.96437939946998,-155.7022872671967,22.983085567917602
183,-238.66666666666666,-344.4659532119051,-132.86738012142817,209.06065042364037
184,-194.2,-233.46971400965379,-154.9302859903462,77.59742263761085
185,-195.73333333333332,-238.0711346667534,-153.39553199991323,83.65999973437457
186,-174.06666666666666,-195.5282175160172,-152.60511581731612,42.40828011393792
187,-177.2,-200.84539609780774,-153.55460390219224,46.723584337391465
188,-176.86666666666667,-196.99091710939078,-156.74241622394257,39.7657585814172
189,-170.13333333333333,-180.90024552317232,-159.36642114349434,21.27554673536943
190,-166.4,-179.52767623678227,-153.27232376321774,25.940444611969674
191,-174.8,-204.31690298719627,-145.28309701280375,58.32575188828116
192,-192.4,-224.98492385956018,-159.81507614043983,64.38819767628226
193,-157.86666666666667,-171.33721072452917,-144.39612260880418,26.6179555104361
194,-186.06666666666666,-215.80444031817171,-156.3288930151616,58.76219495181876
195,-174.06666666666666,-191.05681742047216,-157.07651591286117,33.57274026481736
196,-172.53333333333333,-193.19922127278383,-151.86744539388283,40.836040726571696
197,-169.73333333333332,-193.06343885229586,-146.40322781437078,46.10056639806307
198,-185.06666666666666,-205.19481945416896,-164.93851387916436,39.773469661181046
199,-187.33333333333334,-217.69508603734005,-156.97158062932664,59.99518499198267
200,-161.53333333333333,-175.3850683026164,-147.68159836405027,27.371193291893984
201,-192.53333333333333,-234.19156622770225,-150.8751004389644,82.31716440424535
202,-183.8,-209.94848627358763,-157.6515137264124,51.669720339866366
203,-170.8,-188.33291546270107,-153.26708453729896,34.64524979464477
204,-158.86666666666667,-168.2471622644088,-149.48617106892456,18.535971035320006
205,-156.53333333333333,-171.4703870921103,-141.59627957455638,29.5157961475245
206,-172.2,-201.43267704622497,-142.967322953775,57.76411804341285
207,-160.53333333333333,-183.9827157154709,-137.08395095119576,46.336258900443056
208,-163.66666666666666,-182.19524300261423,-145.13809033071908,36.61268753982544
209,-161.6,-176.18417958078012,-147.01582041921986,28.818512568601914
210,-176.33333333333334,-197.9227462668713,-154.7439203997954,42.6609371152997
211,-181.13333333333333,-194.0235409470968,-168.24312571956986,25.471203784317343
212,-178.4,-204.662894835786,-152.137105164214,51.89579302152857
213,-192.06666666666666,-217.48021922722276,-166.65311410611056,50.2174825688779
214,-163.33333333333334,-180.90075273951228,-145.7659139271544,34.71342999794492
215,-158.46666666666667,-176.4805409705758,-140.45279236275755,35.595630193731495
216,-177.26666666666668,-213.68938377156843,-140.84394956176493,71.97172284230028
217,-164.66666666666666,-186.5311217309773,-142.802211602356,43.20442364182425
218,-168.66666666666666,-187.92275461981174,-149.41057871352157,38.050259161038866
219,-198.93333333333334,-237.90069516878242,-159.96597149788425,76.99997113996572
220,-157.66666666666666,-172.8168642206897,-142.51646911264362,29.93697082575694
221,-172.93333333333334,-187.1699648783354,-158.69670178833127,28.131753510145
222,-151.66666666666666,-163.19153580226177,-140.14179753107155,22.77327868845903
223,-170.06666666666666,-187.34381106720454,-152.78952226612878,34.13984312923668
224,-175.66666666666666,-198.82946033173155,-152.50387300160176,45.76995618185458
225,-163.53333333333333,-182.8692334357431,-144.19743323092356,38.20796891865477
226,-167.46666666666667,-184.99536176588845,-149.9379715674449,34.63691030613954
227,-165.6,-194.59198597007264,-136.60801402992735,57.28850960998491
228,-155.2,-165.76898688301452,-144.63101311698546,20.88444397153058
229,-164.13333333333333,-188.837881648108,-139.42878501855864,48.81648173403004
230,-169.4,-196.23143835627653,-142.56856164372348,53.01924179012748
231,-174.26666666666668,-197.56381635339716,-150.9695169799362,46.03544528102473
232,-234.26666666666668,-355.84306036751514,-112.69027296581824,240.2364020894604
233,-186.46666666666667,-219.16721940228285,-153.76611393105048,64.61668171266268
234,-161.13333333333333,-182.00719871283314,-140.2594679538335,41.24700662539714
235,-194.86666666666667,-246.39768603573032,-143.33564729760303,101.82590807626296
236,-165.53333333333333,-206.71878126897266,-124.347885397694,81.38293569429787
237,-280.3333333333333,-513.164589995352,-47.502076671314626,460.0773364941546
238,-174.13333333333333,-202.69819438660284,-145.56847228006382,56.444505686755925
239,-215.46666666666667,-294.0771639349728,-136.85616939836052,155.33527895777215
240,-162.6,-173.01537106822838,-152.1846289317716,20.58089729174443
241,-186.0,-227.40339885135572,-144.59660114864428,81.81360929983877
242,-161.8,-182.49010840850178,-141.10989159149824,40.88390066191499
243,-176.26666666666668,-211.84279538575353,-140.69053794757983,70.29885410793614
244,-167.66666666666666,-188.29683268456205,-147.03650064877127,40.765453784083185
245,-163.2,-185.39195520303096,-141.00804479696902,43.85156781689795
246,-214.4,-292.0141961631018,-136.78580383689822,153.36657610661675
247,-172.73333333333332,-194.44560958365702,-151.02105708300962,42.90371649273393
248,-157.13333333333333,-191.35695971260745,-122.9097069540592,67.62629337436405
249,-178.86666666666667,-219.62707165720366,-138.1062616761297,80.5430457719487
250,-162.4,-185.58204908592472,-139.2179509140753,45.80800512283125
251,-195.66666666666666,-244.62663727910035,-146.70669605423296,96.74548510855114
252,-157.73333333333332,-174.3279657042515,-141.13870096241513,32.79119122908197
253,-161.53333333333333,-205.85952926873597,-117.20713739793071,87.58909115231697
254,-173.6,-209.1152865341109,-138.08471346588908,70.17862922571229
255,-131.73333333333332,-145.28802936145638,-118.17863730521027,26.784240806032855
256,-148.73333333333332,-169.32025266396474,-128.1464140027019,40.67999781492401
257,-169.93333333333334,-200.19865946321582,-139.66800720345086,59.80464493294443
258,-150.06666666666666,-167.7279154325487,-132.4054179007846,34.89883793035076
259,-160.46666666666667,-178.91786109633657,-142.01547223699677,36.45977997129927
260,-164.4,-190.08575658566002,-138.71424341434,50.7553609647953
261,-154.0,-181.0306353277577,-126.9693646722423,53.41285737847521
262,-162.53333333333333,-190.0608441602484,-135.00582250641827,54.394689283258366
263,-163.53333333333333,-188.73260693603274,-138.33405973063392,49.794064795805625
264,-138.93333333333334,-152.79812780523764,-125.06853886142903,27.396999024629608
265,-190.86666666666667,-240.1215413390541,-141.61179199427926,97.32821904371939
266,-161.2,-188.98269560875778,-133.4173043912422,54.89893745176981
267,-139.86666666666667,-157.15507320892414,-122.57826012440923,34.16209725542167
268,-149.53333333333333,-164.80721779499365,-134.25944887167302,30.18137762852378
269,-177.2,-230.4870778348539,-123.91292216514609,105.2959005216569
270,-139.73333333333332,-163.46613166937578,-116.00053499729087,46.896292201220156
271,-203.4,-294.11576033989047,-112.68423966010954,179.25542297700974
272,-153.2,-175.96916814368842,-130.43083185631156,44.99214746301107
273,-141.46666666666667,-174.17400632364638,-108.75932700968696,64.63009275011827
274,-138.66666666666666,-158.6391567838624,-118.69417654947091,39.46587837050578
275,-152.53333333333333,-175.93242204999856,-129.1342446166681,46.23687801840527
276,-149.73333333333332,-173.92852873272645,-125.53813793394019,47.80999430616527
277,-151.6,-176.22142815245832,-126.97857184754169,48.65223530322117
278,-268.53333333333336,-503.9451260746047,-33.121540592062075,465.1765065243754
279,-137.06666666666666,-159.0143625410083,-115.11897079232503,43.368908473954264
280,-144.53333333333333,-157.68838021839414,-131.37828644827252,25.99452933898892
281,-148.13333333333333,-170.13727927979517,-126.12938738687149,43.48005928647701
282,-147.66666666666666,-164.12928389254924,-131.20404944078408,32.53032773001561
283,-151.13333333333333,-168.93075371736444,-133.3359129493022,35.16791466979841
284,-164.46666666666667,-201.13670944295498,-127.79662389037836,72.46044131493788
285,-144.46666666666667,-160.51247658332346,-128.42085675000988,31.706711522255908
286,-148.0,-163.79608142687434,-132.20391857312566,31.213245051847245
287,-165.0,-218.30751615131044,-111.69248384868958,105.33628687842254
288,-134.13333333333333,-148.36444709834106,-119.90221956832559,28.120850311152086
289,-182.53333333333333,-224.57181439127902,-140.49485227538764,83.06853930473451
290,-209.26666666666668,-273.66676874710106,-144.8665645862323,127.25536880182653
291,-165.13333333333333,-194.63384261506405,-135.6328240516026,58.293357731010445
292,-165.8,-196.77665476810276,-134.82334523189726,61.21023879493801
293,-159.13333333333333,-190.16102227031945,-128.1056443963472,61.31108292053639
294,-153.6,-172.98610757561542,-134.21389242438457,38.307179483746914
295,-148.2,-165.12544454561433,-131.27455545438565,33.44488002669467
296,-178.46666666666667,-218.84451315446975,-138.08882017886359,79.7871056137658
297,-154.13333333333333,-165.0576710093327,-143.20899565733396,21.58662137116928
298,-176.33333333333334,-227.67873862093572,-124.98792804573097,101.45913244038485
299,-153.0,-167.33884346800676,-138.66115653199324,28.333725487482226
300,-165.73333333333332,-184.48340053242276,-146.98326613424388,37.050356123644605
301,-153.2,-172.67696136921202,-133.72303863078795,38.48670766208337
302,-179.8,-234.52990140438163,-125.07009859561839,108.14693708099182
303,-145.8,-165.18117490303987,-126.41882509696015,38.29743246398293
304,-141.93333333333334,-159.96861548229327,-123.89805118437341,35.637932350547814
305,-226.46666666666667,-355.7801814570281,-97.1531518763052,255.5250455217431
306,-140.4,-153.3311155761769,-127.46888442382313,25.552038405314487
307,-149.0,-167.2793279720867,-130.7206720279133,36.12016980395672
308,-153.26666666666668,-175.59994076542728,-130.93339256790608,44.13081563815572
309,-142.53333333333333,-160.5405717264948,-124.52609494017187,35.5825175550516
310,-165.46666666666667,-213.4812411749846,-117.45209215834873,94.87737114589314
311,-213.6,-339.4416741175637,-87.75832588243627,248.6646469980537
312,-138.33333333333334,-158.75053137086297,-117.91613529580371,40.34462651814847
313,-165.26666666666668,-207.7469874801306,-122.78634585320277,83.94161992453776
314,-129.93333333333334,-151.1283098338926,-108.73835683277409,41.88152602547121
315,-147.6,-172.77414654053726,-122.42585345946273,49.74441342167648
316,-133.73333333333332,-150.62269291507832,-116.84397375158832,33.373575708268895
317,-141.73333333333332,-165.66814746517747,-117.79851920148919,47.29547782000117
318,-157.53333333333333,-169.2173982982205,-145.84926836844616,23.087851543374253
319,-155.66666666666666,-180.37522314532924,-130.95811018800407,48.824401913615105
320,-138.2,-158.8206738805716,-117.57932611942837,40.74669720766744
321,-134.13333333333333,-148.42430869439144,-119.84235797227521,28.2391375379789
322,-148.26666666666668,-167.06947438765857,-129.4638589456748,37.154572023133596
323,-142.33333333333334,-157.6939396485271,-126.97272701813958,30.352741044078524
324,-139.53333333333333,-159.97493513764226,-119.0917315290244,40.392848651985695
325,-163.66666666666666,-191.6913414240882,-135.64199190924512,55.37709113182293
326,-136.4,-153.34318948853624,-119.45681051146377,33.47994424527417
327,-144.86666666666667,-182.50677196663352,-107.22656136669983,74.37729641646182
328,-142.26666666666668,-158.59787435057098,-125.93545898276238,32.27066090980406
329,-135.06666666666666,-152.58132986872343,-117.5520034646099,34.60918311020293
330,-142.4,-160.28730740062474,-124.51269259937527,35.345532485261366
331,-216.26666666666668,-331.7284634210397,-100.80486991229365,228.153885690241
332,-151.73333333333332,-184.9897156510067,-118.47695101565994,65.71500758747747
333,-172.6,-225.33911274524394,-119.86088725475604,104.21311497759449
334,-134.66666666666666,-148.02622842483711,-121.3071049084962,26.398653164297773
335,-140.2,-153.74427915968786,-126.6557208403121,26.763656949926204
336,-261.4,-488.33446952477027,-34.46553047522971,448.42521487237235
337,-143.8,-160.65063066937128,-126.94936933062874,33.297046916105536
338,-146.66666666666666,-161.3707796715119,-131.9625536618214,29.055502443121203
339,-167.8,-191.49588752317817,-144.10411247682185,46.82335599534346
340,-143.4,-157.94079896322376,-128.85920103677626,28.732791951589622
341,-149.6,-162.39039128234768,-136.8096087176523,25.273965524494432
342,-158.8,-176.34946247230005,-141.25053752769998,34.67794688270919
343,-148.8,-166.4484187318109,-131.15158126818912,34.873485630203355
344,-137.73333333333332,-151.42588662064705,-124.04078004601959,27.056648392256978
345,-150.13333333333333,-163.40210281045654,-136.8645638562101,26.219246535491614
346,-136.2,-149.6532105445338,-122.74678945546619,26.583704281633388
347,-161.46666666666667,-200.67139941800298,-122.26193391533035,77.46901889716229
348,-157.66666666666666,-180.292509642573,-135.0408236907603,44.708935224280275
349,-143.33333333333334,-161.1056012350495,-125.56106543161718,35.118213065144545
350,-135.0,-155.2638682278472,-114.73613177215279,40.041644987854
351,-140.4,-154.91494361913496,-125.88505638086505,28.681701483698625
352,-151.0,-170.1799795620329,-131.8200204379671,37.89986807364902
353,-146.86666666666667,-161.83683213347777,-131.89650119985558,29.58122527700448
354,-139.53333333333333,-158.93094560029184,-120.13572106637483,38.32991289087704
355,-140.8,-154.60646531963278,-126.99353468036725,27.281739924963244
356,-143.4,-165.77629946170725,-121.02370053829276,44.21583426782763
357,-149.86666666666667,-177.07664179616924,-122.65669153716411,53.767234962898684
358,-173.8,-247.12558826494336,-100.47441173505665,144.89223581683044
359,-137.2,-164.3750228326593,-110.02497716734067,53.6981688080081
360,-144.73333333333332,-165.2646109678037,-124.20205569886294,40.570049160543164
361,-143.4,-165.03612741689233,-121.76387258310768,42.75324549083964
362,-144.06666666666666,-157.40934790534718,-130.72398542798615,26.365297056716216
363,-169.53333333333333,-214.0451847376171,-125.02148192904957,87.9559485702297
364,-140.0,-156.0842121625179,-123.9157878374821,31.782594817499298
365,-142.73333333333332,-168.3042803103951,-117.16238635627157,50.52849581066993
366,-137.26666666666668,-151.73408881181493,-122.79924452151843,28.58779848505691
367,-128.73333333333332,-141.9163847914802,-115.55028187518646,26.049866708978676
368,-124.6,-138.84422499120257,-110.35577500879742,28.146758250285238
369,-134.8,-150.54975152396594,-119.0502484760341,31.12169661184943
370,-155.06666666666666,-177.3892352059856,-132.7440981273477,44.10966132518161
371,-132.6,-146.1198016027521,-119.08019839724791,26.715289005860797
372,-142.66666666666666,-156.237979504714,-129.09535382861932,26.817075820371535
373,-152.33333333333334,-167.4970484649425,-137.16961820172418,29.96368172007943
374,-143.13333333333333,-156.5186861860822,-129.74798048058446,26.44961667439099
375,-159.4,-177.15413348553577,-141.64586651446425,35.08237924276706
376,-165.33333333333334,-184.4032070651688,-146.26345960149789,37.68229764167195
377,-157.73333333333332,-173.88160475005617,-141.58506191661047,31.909176666839205
378,-176.4,-226.19027571993016,-126.60972428006986,98.38617789100256
379,-157.46666666666667,-169.04946394411093,-145.8838693892224,22.88774538675422
380,-150.93333333333334,-166.4463523665817,-135.42031430008498,30.65391039039265
381,-153.53333333333333,-165.22762283687277,-141.8390438297939,23.108055353538994
382,-178.53333333333333,-219.77346668656816,-137.2931999800985,81.49099473084264
383,-156.0,-170.92348341820144,-141.07651658179856,29.488980992906487
384,-153.0,-171.88302875894414,-134.11697124105586,37.313089749666496
385,-217.4,-344.762778015487,-90.037221984513,251.6703664187211
386,-139.73333333333332,-150.25580027968374,-129.2108663869829,20.792520022567945
387,-154.0,-168.07808269774137,-139.92191730225863,27.818459099430125
388,-185.0,-244.49223342775275,-125.50776657224725,117.55736188488297
389,-149.06666666666666,-159.5923783171038,-138.54095501622953,20.798931596492054
390,-151.86666666666667,-166.45443596888745,-137.2788973644459,28.825605900926966
391,-143.6,-153.75474215658215,-133.44525784341783,20.065891457894416
